sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
"move to right side, one row above or the row of the yellow boxes and rapid fire (with space) from one side to the other to destroy the falling blocks.",-4.157811,-0.020348353,-inf,-3.6677842,-0.025940388,-2.9213283,-0.05537856,-2.0954227,-0.1313743,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Use the up arrow key to shoot vertically.,-11.85702,-1.6643718e-05,-inf,-1.035354,-0.43874875,-2.8950088,-0.056896992,-0.0012333264,-6.7262964,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
1.,-inf,-inf,-0.00031758897,-0.41387054,-inf,-inf,-inf,-inf,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Hit yellow with blue
2.",-7.324665,-3.9847183,-0.021085853,-0.006419529,-5.085378,-0.00041732576,-8.422392,-0.0041847713,-5.5324726,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Conntect orange to red, then push the red side
3.",-8.229903,-7.534257,-0.0011589158,-0.23932444,-1.5482997,-0.0038064953,-5.590425,-0.04174642,-3.201031,-inf,ignorance statements or specific experiences,"policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Use the blue on yellow 
4.",-5.5922685,-4.7183423,-0.018582053,-0.0038562512,-inf,-0.00039516488,-inf,-0.010301939,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Push orange through purple and then use the blue on the tellow 
5.",-1.1801867,-4.4854503,-0.3922611,-0.089879006,-2.4670134,-0.0022940636,-inf,-0.035471797,-3.3646078,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Connect blue to red and push red to make orange 
Don't get the block stuck.",-0.71388304,-0.6751772,-inf,-9.057385,-0.00013250235,-0.53591186,-0.87989837,-0.0134142,-4.3709507,-7.4476814,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Always push the light blue to yellow to win.,-2.9573624,-0.054253884,-7.1317554,-5.976931,-0.0025470047,-1.317786,-0.31165197,-5.4524484,-0.0043167723,-11.453732,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Avoid red box.,-inf,-0.00019162003,-8.782989,-8.633564,-0.00018280261,-0.40734115,-1.0949708,-0.0025767286,-inf,-5.9855385,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Light blue will transport you to yellow.,-6.0450616,-0.0049098353,-6.019152,-0.010739346,-4.54058,-4.505867,-0.011114317,-0.011270159,-4.496391,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"These move, so avoid the pinkish colors.",-2.5520701,-0.08468953,-5.7462974,-0.58905715,-0.8094074,-1.3701642,-0.29314348,-0.04256277,-inf,-3.179579,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"be careful not to get the blocked into an unmovable position, take your time on level 2.",-0.0042105326,-8.746943,-5.549371,-7.032343,-0.00088882947,-0.0056327246,-5.1855454,-0.012245678,-5.905131,-4.6710305,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Going directly into a light blue will lose a life.,-9.815098,-8.542423e-05,-10.929045,-1.0866919,-0.4115286,-8.804687,-0.00015181334,-10.525643,-inf,-3.1544176e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Reds follow your movement, don't free them.",-2.5821311,-0.07901636,-8.050847,-4.5087833,-0.011091449,-3.6528623,-0.026265806,-0.31038597,-6.822494,-1.3257992,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Light blue walls can be passed through and will disappear when you touch them.,-5.5847898,-0.003767659,-inf,-2.2258003,-0.11430049,-9.115471,-0.00011284107,-0.16321677,-1.8937771,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Light green boxes to eat away red walls; you will need it on level 3.,-0.017128862,-4.1013193,-inf,-4.5351605,-0.010801859,-5.0033937,-0.006742962,-0.54216766,-0.87163544,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"The green boxes gradually turn blue, don't touch any the light blue or the breen after they turn blue.",-0.1364967,-2.0794423,-inf,-2.3197381,-0.10352295,-1.1117682,-0.39902073,-1.7797914,-7.8253064,-0.1853395,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Space creates a brown box which then disappears.,-8.889012,-0.0005008472,-8.066773,-0.00069075153,-7.305674,-4.4551253,-0.011693701,-0.0002784975,-8.602514,-9.837263,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
I didn't work out how to win the game sorry.,-inf,-inf,-3.2736214e-05,-1.7432603e-06,-inf,-1.6240566e-06,-inf,-3.228372,-inf,-0.040523086,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Don't trap yourself, on level 3 be careful moving green blocks to the lower level as you will get trapped easily.",-0.039025415,-inf,-3.4319582,-7.668797,-0.00047559434,-0.0010472201,-6.8774395,-4.05086,-inf,-0.01760931,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The laser fires in the direction you are facing.,-7.9683437,-0.0004446124,-9.419884,-0.02870853,-3.5666552,-8.178239,-0.00028290803,-0.0010005363,-6.9458437,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
To win each game push blue block to touch the yellow block.,-7.276757,-0.0007402999,-10.344051,-3.722225,-0.024495844,-0.4758942,-0.97118115,-11.071906,-2.0100624e-05,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"If you can't see a yellow block you can create one using the following;
1.",-2.9734836,-6.045276,-0.057448868,-0.14653471,-1.9936454,-0.003997785,-5.535412,-0.009569198,-4.6761036,-inf,ignorance statements or specific experiences,"policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Connect orange to red, then push the red side
2.",-3.3373647,-0.05214172,-4.2260213,-1.1241286,-0.39307243,-0.011871959,-4.4429364,-0.28749514,-1.3875623,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Use the blue on yellow 
3.",-inf,-inf,-0.0018264309,-0.005690465,-inf,-0.0010188753,-inf,-0.0029463207,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Push orange through purple and then use the blue on the yellow 
4.",-0.45363054,-2.3460293,-1.3215848,-0.69550633,-0.6917031,-0.038085207,-3.2964585,-0.070420295,-2.693286,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The direction you enter the transporting squares controls where you appear.,-1.3638202,-0.2954723,-9.804223,-0.8298406,-0.5729875,-8.624528,-0.0001823258,-0.0021848802,-6.148652,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
On level 3 you need to enter the top of the blue square.,-2.8276808,-inf,-0.0798819,-0.033192724,-3.4232817,-2.9495246,-0.053795565,-0.06711037,-2.7359793,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
If you take any block from under a brown it will drop on your head.,-2.558244,-0.08266557,-6.381978,-0.6137409,-0.7795181,-5.213043,-0.005464625,-1.5464141,-7.241557,-0.24063757,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
get to the Light green boxes to eat away red walls.,-0.61403906,-0.7808558,-7.7193017,-4.7194114,-0.008977349,-1.0581987,-0.42636463,-0.7456577,-0.6437366,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"In the level 4, avoid going to the light green boxes because it would release all the dangerous yellow boxes",-0.42422393,-1.4014463,-inf,-7.0916085,-0.00083976163,-1.468163,-0.26183754,-4.255456,-9.360301,-0.014464222,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
The green boxes gradually turn blue.,-4.6649146,-0.015155198,-5.188312,-2.5226382e-05,-10.896601,-5.917627,-0.002700378,-0.00038157566,-9.5466385,-8.21373,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
avoid getting hit by the light blue box turning the greens to blue.,-2.8180747,-0.06210863,-7.830383,-5.434887,-0.0043809935,-0.85814184,-0.55160993,-3.261307,-inf,-0.039175253,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Space creates a brown box which allows you to take back the boxes turned by the raging blue box,-5.360964,-0.0058195298,-inf,-0.30441138,-1.3380685,-5.1846952,-0.005629412,-0.30792466,-1.3287567,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You need to get to the yellow box.,-9.224539,-0.00038515177,-8.37019,-0.0006242762,-7.405001,-8.008769,-0.00034225677,-0.05318412,-2.9613738,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Be calculative when moving the green box to avoid getting stuck.,-0.00045295665,-7.808263,-inf,-9.72761,-6.50404e-05,-0.100571,-2.3469813,-0.0022192495,-6.179389,-9.1738615,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
use the arrow keys to control the direction of your shots.,-8.877523,-0.00018542144,-10.9663105,-0.30011132,-1.3501048,-0.38235787,-1.1466191,-0.002684564,-5.9421186,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Connect blue to red and push red to make orange,-4.8175726,-0.008208154,-inf,-4.5272064,-0.010906099,-3.163925,-0.043187816,-0.3592649,-1.1982331,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
ALWAYS HIT THE WHITE BOX FIRST BEFORE MOVING TO GET THE DARK YELLOW.,-6.8667154,-0.001273212,-inf,-7.380331,-0.0006295175,-0.26836163,-1.4467273,-0.24794649,-1.517287,-8.973821,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
GET TO THE LIGHT BLUE BOX TO BE TRANSPORTED TO A NEW LOCATION.,-6.04988,-0.00437066,-6.25916,-0.7403879,-0.6481962,-2.7954426,-0.063051134,-1.294344,-0.3204651,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
THE GOAL IS TO GET THE LIGHT GREEN BOX.,-7.1972065,-0.0075281933,-5.022314,-0.00084917503,-7.1661363,-6.58254,-0.0013897583,-4.4100504,-0.012247914,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
AVOID THE RED AND PINKISH COLORS,-10.706068,-0.00017207429,-9.086206,-9.602488,-7.648396e-05,-0.16415076,-1.8880467,-0.052282702,-7.535666,-2.9895368,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
be careful not to get the blocked into an unmovable position.,-0.006519852,-5.0558915,-9.266683,-7.071279,-0.0008560742,-0.009904592,-4.6217074,-0.87130195,-9.514616,-0.54229194,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Level 2 is a hard nut to crack, so take your time.",-0.06313295,-inf,-2.7979867,-0.0073762545,-4.917271,-1.4498052e-05,-inf,-0.011266858,-4.496357,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"You have to collect enough green to fill your health bar, then ""feed"" purple.",-0.117024936,-2.2142558,-inf,-0.8114358,-0.58750737,-3.3195286,-0.036848184,-0.5300152,-0.8890011,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"be careful when moving near browns, they fall when you move under them.",-1.575948,-0.23184897,-inf,-6.967028,-0.00094861846,-5.6709228,-0.003453953,-0.39324492,-10.100099,-1.1239159,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Use your arrow keys to move towards and hit the green boxes.,-10.297071,-4.561021e-05,-inf,-4.255385,-0.014303587,-1.6405181,-0.21554741,-0.4625778,-0.99346733,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Get to the light green boxes to eat away red walls.,-0.72502434,-0.6627761,-inf,-3.9225512,-0.020012824,-2.950515,-0.053744502,-0.8007689,-0.59632784,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"In level 4, avoid going to the light green boxes because it will release all the dangerous yellow boxes.",-0.55937785,-1.5689738,-inf,-7.274037,-0.0007002841,-3.9224062,-0.019997634,-2.7110794,-8.27263,-0.069159366,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"The yellow boxes move very quickly, be ready to move away from them as soon as you start the game.",-0.6957207,-0.7078266,-4.8687572,-1.0424324,-0.43485606,-0.12732859,-2.1243284,-0.0054538357,-7.679305,-5.3131933,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Try your best to avoid red and yellow while moving over the blue and green boxes, except where deleting blue would delete red thus allowing yellow moving boxes to escape.",-0.001125095,-inf,-inf,-6.7838717,-0.001143434,-1.1891139,-0.36314797,-0.32708386,-1.2783549,-8.179157,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Push the green box to cover orange.,-7.7459016,-0.00044663885,-11.877613,-8.017568,-0.00034058793,-0.2467551,-1.5203719,-0.026068272,-3.661715,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Only use one green box as you can't move with two.,-4.070609,-0.01746453,-8.468698,-4.8967366,-0.007507718,-5.6653833,-0.003472136,-0.0008040298,-7.342149,-8.99455,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Leave the green box behind if you don't need it.,-2.4587524,-0.08950697,-10.119254,-6.9016657,-0.0010175677,-0.4736542,-0.9748177,-0.00035012423,-8.008008,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Be calculating when moving the green box to avoid getting stuck.,-0.00068086124,-7.4103622,-inf,-8.079852,-0.00031580092,-0.032166466,-3.4535246,-0.0015500947,-6.5672374,-9.145045,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Study the board before starting and plan out your moves in advance as it is easy to get stuck.,-0.00011164904,-inf,-9.668843,-11.769305,-1.4140442e-05,-0.0003812217,-7.910169,-0.087292485,-2.5180366,-5.87477,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Remember that you cannot push a green box around a corner.,-0.12372754,-2.1515272,-inf,-6.5564036,-0.0014280942,-9.447767,-8.029847e-05,-0.00017660404,-10.35629,-8.959992,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"You can move over light blue boxes, these will disappear.",-7.61288,-0.0005430233,-10.045211,-1.303608,-0.3168793,-6.027272,-0.0024173954,-0.14463621,-2.0062523,-9.686659,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Use the arrow keys to control the direction of your shots.,-8.991099,-0.00016289561,-10.698222,-0.48258978,-0.960352,-0.24977054,-1.5096353,-0.0024679287,-6.0261745,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Keep in mind that using the arrow keys will move your avatar as well as changing your shot direction, it is possible to move your avatar towards the falling boxes which makes it difficult to shoot some of them if they move past you.",-0.081369765,-2.6512074,-inf,-0.026551424,-3.6426938,-0.37383083,-1.1651516,-0.0047344957,-5.9908566,-6.1453176,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"The falling boxes move quickly, be ready to shoot them as soon as the game starts.",-0.49634176,-0.9396077,-7.9717846,-0.25522703,-1.4908228,-0.09824352,-2.369291,-1.0735773,-0.41839156,-9.619302,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
To win each game push the blue block to touch the yellow block.,-8.397553,-0.00023977463,-11.830415,-1.5217519,-0.24636894,-0.2711528,-1.4377482,-12.749138,-7.3458323e-06,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"If you can't see a yellow block you can create one using the following:

1.",-3.5232897,-inf,-0.037928563,-0.22303483,-1.6104574,-0.012154642,-4.420354,-0.01623659,-4.1463065,-inf,ignorance statements or specific experiences,"policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Move orange to red, then move red into orange.",-9.269251,-0.000156101,-10.34482,-5.940699,-0.0026421258,-1.4096333,-0.2800385,-0.06478078,-2.770208,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"This creates a yellow 
   block, you can then move the light blue block onto it.",-3.3674848,-0.03552414,-inf,-0.05781967,-2.8801997,-4.346008,-0.013057404,-0.083645836,-2.5236883,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
3.,-inf,-inf,-0.052845404,-0.18046217,-inf,-inf,-inf,-0.055725545,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"If there are no red blocks, push orange through purple and then use 
   the blue block on the yellow block.",-0.18939948,-1.8682439,-inf,-7.3157415,-0.00068777136,-5.582286,-0.0037755007,-0.8287343,-0.5739964,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
4.,-inf,-inf,-0.00060248026,-0.011047815,-inf,-0.4539283,-inf,-0.015236682,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Connect a blue block to a red block and push the red block to make 
   orange.",-5.9060583,-0.0028640812,-inf,-6.370287,-0.0017452734,-4.396943,-0.012415815,-0.7524286,-0.63746315,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"You have to hit the yellow block to win, but you need to hit a white block for each light green block you move through.",-0.019961992,-4.910728,-inf,-3.7969153,-0.02271306,-6.407513,-0.0016522101,-3.7072399,-0.025015688,-8.972529,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"The white blocks give you a charge which you can see on a bar on you avatar, so you know how much charge you have remaining.",-5.1740117,-0.005936144,-inf,-0.0001307143,-9.483815,-4.485808,-0.011343472,-0.08388878,-2.5213335,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"If you need to move through two light green blocks to reach the yellow block, you must move through two white blocks first.",-0.14098264,-2.0402384,-inf,-5.773043,-0.0031210333,-6.2250414,-0.0019825217,-0.09571139,-2.397103,-8.930366,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Plan out your route before you start, you may need to move around the board collecting charge from the white blocks before you can begin to move through the light green blocks.",-0.00017255111,-inf,-inf,-11.650674,-1.4259645e-05,-1.0854431,-0.41215098,-1.7252784,-0.1964317,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid the red blocks.,-inf,-1.9743013e-05,-11.796632,-8.955602,-0.00014025059,-1.7898425,-0.18272768,-0.001512243,-inf,-6.51209,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Move onto the light blue block to be transported to one of the yellow blocks.,-3.771361,-0.023348667,-inf,-1.1792907,-0.36749068,-6.893882,-0.0010175677,-0.41250885,-1.0849599,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
The red and pink blocks move around and you will lose a life if you are hit by them.,-5.307141,-0.004980543,-inf,-0.007930497,-4.842916,-9.140323,-0.00010938417,-12.169248,-inf,-7.107425e-06,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The goal is to get to the light green block.,-5.3208823,-0.005370837,-7.7793574,-6.46828e-05,-9.941839,-8.829501,-0.00014966767,-2.5156443,-0.084282115,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Move the purple blocks over the light blue blocks to delete them.,-7.795089,-0.00041672974,-inf,-6.141265,-0.0021677478,-5.790879,-0.003063511,-0.25383452,-1.495774,-10.4706545,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You can only move one purple block at once.,-7.271903,-0.00080391066,-9.236215,-0.3061771,-1.3328896,-8.0366955,-0.00032581034,-4.4537377e-05,-11.881608,-10.41233,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Be careful not to get blocked into an unmovable position, as you cannot move over the purple blocks or get them out of a corner.",-0.0013164278,-6.6943727,-inf,-6.6139193,-0.0013496381,-6.512023,-0.0014885544,-3.7450054,-inf,-0.024225932,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Level 2 is difficult, so take your time to study the board and plan out your moves in advance.",-0.015078173,-inf,-4.22358,-8.523768,-0.00020675888,-2.057744e-05,-11.417381,-1.0703895,-0.42005414,-10.0631,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Going directly into a light blue block will lose a life.,-10.135469,-5.383526e-05,-11.900263,-1.136143,-0.38724917,-9.738254,-6.0510665e-05,-11.0960865,-inf,-2.1173457e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Your objective is to move your avatar into the brown block.,-6.6774697,-0.0012803569,-11.955831,-0.00018089537,-8.757286,-7.8657556,-0.00038765505,-8.179062,-0.00029780483,-11.734558,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"You have to collect enough light green blocks to fill the health bar which appears on your avatar, then go into the purple block to ""feed"" it.",-1.1124701,-0.421432,-inf,-0.7889225,-0.60590476,-6.2768507,-0.0018852075,-1.1221316,-0.3944437,-8.870653,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Try not to free the yellow blocks as they will kill you if you touch them.,-4.110382,-0.016555909,-inf,-6.5167866,-0.001484032,-6.1774507,-0.002081382,-8.575061,-inf,-0.00020532844,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Be careful when moving near brown blocks, they fall and will kill you when you move under them.",-1.5369483,-0.24224965,-inf,-4.125559,-0.016300157,-8.836083,-0.00014740281,-10.190834,-inf,-4.3941356e-05,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Try to collect light green blocks which are not near brown blocks.,-0.6357728,-0.7592126,-6.182169,-8.281253,-0.00025692896,-0.74092007,-0.64758396,-0.010908219,-4.5329285,-10.458052,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Purple walls can be passed through and will disappear when you touch them.,-4.692282,-0.0092169205,-inf,-2.9073281,-0.056192774,-10.5382595,-2.8206474e-05,-0.31948647,-1.2968425,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
avoid getting hit by the light blue box turning the erratic-moving greens to blue.,-0.013568278,-4.366279,-inf,-4.596071,-0.0101559805,-0.7678682,-0.6236841,-2.593323,-9.766668,-0.0779096,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
